episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
0,1.0,3.199880083133342,0.6831048981824193,0.18318429071578513,-6.187758922576904,3.7,[-6.187758922576904 3.7],0.0,False,True,0.7913830968126133,1,17.709159380834848,5.425,prepare,0.0
0,2.0,3.1997327938476117,0.6831032114197831,0.18326595495146542,-6.409618377685547,3.7,[-6.409618377685547 3.7],1.0,False,True,0.7905513581379272,1,17.709159380834848,5.496,in_progress,0.0
0,3.0,3.211028108327529,0.6859289350252578,0.8702964953182604,0.2771286964416504,1.7021993279457095,[0.2771286964416504 1.7021993279457095],1.0,False,True,0.8543581245900534,1,17.709159380834848,5.559,in_progress,0.0
0,4.0,3.2331062981277308,0.685842082240299,0.7469989840414223,-13.542524814605713,3.7,[-13.542524814605713 3.7],1.0,False,True,0.9790282483241964,1,17.709159380834848,5.624,in_progress,0.0
0,5.0,3.2730800030175464,0.6828887135244656,-0.027178734524992403,-9.68505334854126,3.7,[-9.68505334854126 3.7],1.0,False,True,1.204725778906805,1,17.709159380834848,5.694,in_progress,0.0
0,6.0,3.3313487595325864,0.6743883450838076,-1.9863462351090526,5.361003175377846,3.7,[5.361003175377846 3.7],1.0,False,True,1.533683636190772,2,17.709159380834848,5.76,in_progress,0.0
0,7.0,3.404127728201236,0.6688341796037485,-2.6772608193969556,17.878755569458008,3.7,[17.878755569458008 3.7],1.0,False,True,1.9447082012937464,2,17.709159380834848,5.82,in_progress,0.0
0,8.0,3.4905852671429605,0.6760543873508823,-0.16566504443542604,3.2840301990509033,3.7,[3.2840301990509033 3.7],1.0,False,True,2.432926556693692,3,17.709159380834848,5.893,in_progress,0.0
0,9.0,3.594187739969877,0.6917210628216223,3.298472784026944,-18.0,3.7,[-18.0 3.7],1.0,False,True,3.0179775877628625,4,17.709159380834848,5.961,in_progress,0.0
0,10.0,3.714126316043881,0.6970540428081271,3.198343609822041,-18.0,3.7,[-18.0 3.7],1.0,False,True,3.6952563722590446,4,17.709159380834848,6.023,in_progress,0.0
0,11.0,3.8353734423527843,0.6827078430795193,-1.2594666295103423,-13.92632532119751,3.5502456784248353,[-13.92632532119751 3.5502456784248353],1.0,False,True,4.379883885701358,5,17.709159380834848,6.094,in_progress,0.0
0,12.0,3.9866303645983683,0.6433581267855462,-8.712045821567438,11.883738398551941,3.7,[11.883738398551941 3.7],1.0,False,True,5.23392352694957,6,17.709159380834848,6.161,in_progress,0.0
0,13.0,4.12858406527742,0.602386466073005,-13.151973775575549,14.835695028305054,2.3275886435061697,[14.835695028305054 2.3275886435061697],0.5,False,True,6.03542372125052,7,17.709159380834848,6.224,in_progress,0.0
0,14.0,4.299986474653754,0.571020143095234,-12.353493088849623,22.56289529800415,1.1907183289527894,[22.56289529800415 1.1907183289527894],0.5,False,True,7.003231614760617,8,17.709159380834848,6.2940000000000005,in_progress,0.0
0,15.0,4.44881730740426,0.5539983000018756,-9.259704565341746,23.698782920837402,1.2090911209583284,[23.698782920837402 1.2090911209583284],0.5,False,True,7.843617176603164,9,17.709159380834848,6.36,in_progress,0.0
0,16.0,4.578142776537108,0.5495859019092826,-5.831990179519819,17.802244663238525,1.4672212898731232,[17.802244663238525 1.4672212898731232],0.5,False,True,8.573873686927639,10,17.709159380834848,6.43,in_progress,0.0
0,17.0,4.704061551580499,0.5530825989963134,-2.4598435022443055,10.542580604553223,2.2983333103358747,[10.542580604553223 2.2983333103358747],0.5,False,True,9.28491845793494,11,17.709159380834848,6.492,in_progress,0.0
0,18.0,4.817357265342095,0.5651840309542778,1.0579603533895579,13.873301267623901,2.997980678081513,[13.873301267623901 2.997980678081513],0.5,False,True,9.924689777850322,12,17.709159380834848,6.557,in_progress,0.0
0,19.0,4.9581929113591485,0.5969615594770744,7.054363031075286,-12.592027187347412,2.2944351039826874,[-12.592027187347412 2.2944351039826874],0.5,False,True,10.720026771789254,13,17.709159380834848,6.624,in_progress,0.0
0,20.0,5.087341821618689,0.6298636118233413,11.196559883240361,-18.0,2.070744195580483,[-18.0 2.070744195580483],1.0,False,True,11.449387596202548,14,17.709159380834848,6.694,in_progress,0.0
0,21.0,5.233016023392221,0.6509762300083781,9.913116817406879,-18.0,2.1534410148859022,[-18.0 2.1534410148859022],1.0,False,True,12.272031361381016,15,17.709159380834848,6.76,in_progress,0.0
0,22.0,5.378639700542252,0.6614364140793081,6.958379866967963,-18.0,2.0347088098526003,[-18.0 2.0347088098526003],1.0,False,True,13.094337508700438,15,17.709159380834848,6.827,in_progress,0.0
0,23.0,5.510921208874583,0.661553159947058,3.704750762009888,-18.0,1.579494220018387,[-18.0 1.579494220018387],1.0,False,True,13.841174569588407,16,17.709159380834848,6.89,in_progress,0.0
0,24.0,5.645040768435895,0.6513265561715657,-0.13709058655889816,0.9835381507873535,1.8900858074426652,[0.9835381507873535 1.8900858074426652],1.0,False,True,14.598768582559787,17,17.709159380834848,6.963,in_progress,0.0
0,25.0,5.778494923756269,0.6399726084106103,-2.4089817236276834,18.90533208847046,1.795662522315979,[18.90533208847046 1.795662522315979],1.0,False,True,15.35345148178457,18,17.709159380834848,7.026,in_progress,0.0
0,26.0,5.9044574884958205,0.6399826686051907,-1.3235633972363046,19.390239715576172,1.3890826642513276,[19.390239715576172 1.3890826642513276],1.0,False,True,16.064728458309496,19,17.709159380834848,7.09,in_progress,0.0
0,27.0,6.027779952101437,0.6477466746172733,0.9057341079325264,22.72348165512085,1.2748374819755555,[22.72348165512085 1.2748374819755555],1.0,False,True,16.761636526410374,20,17.709159380834848,7.161,in_progress,0.0
0,28.0,6.142008516158279,0.6646908425724259,4.102674013697033,27.095709800720215,1.2426205694675447,[27.095709800720215 1.2426205694675447],1.0,False,True,17.40231345984361,21,17.709159380834848,7.23,in_progress,0.0
0,29.0,6.240779676533045,0.6872180705623786,7.411870064433165,26.01039218902588,1.1905406534671785,[26.01039218902588 1.1905406534671785],1.0,False,True,17.962837809084693,21,17.709159380834848,7.2940000000000005,in_progress,0.0
0,30.0,6.328181025045571,0.7149972956849917,10.9495088690701,25.387019634246826,1.1,[25.387019634246826 1.1],1.0,False,True,18.46763792601682,22,17.709159380834848,7.365,in_progress,0.0
0,31.0,6.412496449097434,0.7530759140795056,15.693933224562983,21.932960987091064,1.1,[21.932960987091064 1.1],1.0,False,True,18.974252654338777,22,17.709159380834848,7.424,in_progress,0.0
0,32.0,6.482023547663192,0.7925262412573648,19.926366080413548,19.042020320892334,1.1,[19.042020320892334 1.1],0.5,False,True,19.393409255854642,23,17.709159380834848,7.495,in_progress,0.0
0,33.0,6.552898536076081,0.8440611976391666,25.25005661790007,17.912391901016235,1.1,[17.912391901016235 1.1],0.5,False,True,19.95413061533731,24,17.709159380834848,7.559,in_progress,0.0
0,34.0,6.6136425997048045,0.8983703592558384,30.375304758179407,16.38121247291565,1.1,[16.38121247291565 1.1],0.5,False,True,20.505223834940153,24,17.709159380834848,7.631,in_progress,0.0
0,35.0,6.669457614914535,0.9565762679084294,35.20825281075413,12.160013437271118,1.1,[12.160013437271118 1.1],0.5,False,True,20.940431374682564,25,17.709159380834848,7.691,in_progress,0.0
0,36.0,6.722677303418809,1.0219855988945301,40.164150825670895,9.126765131950378,1.1,[9.126765131950378 1.1],0.5,False,True,21.479370232751666,25,17.709159380834848,7.76,in_progress,0.0
0,37.0,6.769806622866506,1.0848521333195718,44.04143438585057,8.501817226409912,1.1,[8.501817226409912 1.1],0.1,False,True,21.89978990439308,26,17.709159380834848,7.824,in_progress,0.0
0,38.0,6.813296461038353,1.1506683790520604,47.79465029549607,9.462832689285278,1.2614172875881196,[9.462832689285278 1.2614172875881196],0.1,False,True,22.475817846265425,27,17.709159380834848,7.891,in_progress,0.0
0,39.0,6.853919870412976,1.2249606929208212,52.07424513407864,8.760049402713776,1.3686712920665742,[8.760049402713776 1.3686712920665742],0.1,False,True,23.21009942622238,27,17.709159380834848,7.963,in_progress,0.0
0,40.0,6.89213677625785,1.3048226602684312,56.18246802982816,8.285340070724487,1.3055301666259767,[8.285340070724487 1.3055301666259767],0.1,False,True,23.897175544269516,28,17.709159380834848,8.026,in_progress,0.0
0,41.0,6.92419412119478,1.3870379951608116,60.318578758388796,8.914691090583801,1.1847791016101838,[8.914691090583801 1.1847791016101838],0.1,False,True,24.390925770359402,29,17.709159380834848,8.095,in_progress,0.0
0,42.0,6.951897572899738,1.4705125970225703,64.04669087089508,11.10688304901123,1.1,[11.10688304901123 1.1],0.1,False,True,25.062176041600686,30,17.709159380834848,8.161,in_progress,0.0
0,43.0,6.96996487333778,1.5544512613431147,68.54239964727698,13.352739572525024,1.1,[13.352739572525024 1.1],0.1,False,True,25.73133766362995,30,17.709159380834848,8.226,in_progress,0.0
0,44.0,6.9787755148341715,1.6355270883864088,73.26562128970505,13.984162330627441,1.1,[13.984162330627441 1.1],0.1,False,False,26.524991638332402,31,17.709159380834848,8.295,in_progress,0.0
0,45.0,6.980716167362469,1.7202335752085667,78.16125288089721,15.197304010391235,1.1,[15.197304010391235 1.1],0.1,False,False,27.33661447621789,32,17.709159380834848,8.36,in_progress,0.0
0,46.0,6.976702903925571,1.8043965992482178,82.79498810412115,17.618833780288696,1.1,[17.618833780288696 1.1],0.1,False,False,27.811150482774405,33,17.709159380834848,8.424,in_progress,0.0
0,47.0,6.966933070211895,1.8850737769745782,87.1202144660226,20.23430585861206,1.1,[20.23430585861206 1.1],0.1,False,False,28.422108698909764,34,17.709159380834848,8.491,in_progress,0.0
0,48.0,6.951523707926556,1.9545911551063981,91.31982385956721,21.703901767730713,1.1,[21.703901767730713 1.1],0.1,False,False,29.018449127764995,34,17.709159380834848,8.561,in_progress,0.0
0,49.0,6.929310746970331,2.032971352336708,95.77520504511176,22.20771074295044,1.1,[22.20771074295044 1.1],0.1,False,False,29.477740539056814,35,17.709159380834848,8.626,in_progress,0.0
0,50.0,6.901261506438848,2.111803322472773,100.12129552427605,22.687228202819824,1.1,[22.687228202819824 1.1],0.1,False,False,30.19177552624261,36,17.709159380834848,8.695,in_progress,0.0
0,51.0,6.865463288960669,2.1832095794142217,105.08912334702508,24.48845100402832,1.1,[24.48845100402832 1.1],0.1,False,False,30.88647564992674,36,17.709159380834848,8.769,in_progress,0.0
0,52.0,6.819690788600177,2.256600246966872,110.52959254816342,25.855828285217285,1.3473902940750122,[25.855828285217285 1.3473902940750122],0.1,False,False,31.561236215922793,37,17.709159380834848,8.827,in_progress,0.0
0,53.0,6.771653779192618,2.3139960833668987,116.11899159753942,28.346835136413574,2.0953786924481395,[28.346835136413574 2.0953786924481395],0.1,False,True,31.98230506378191,38,17.709159380834848,8.896,in_progress,0.0
0,54.0,6.701337808622143,2.3749587876954865,124.10870440511415,24.528666973114014,2.5274968639016153,[24.528666973114014 2.5274968639016153],0.1,False,True,32.68658037662968,39,17.709159380834848,8.962,in_progress,0.0
0,55.0,6.606920862210346,2.4344926806351026,133.9400160656017,15.415330410003662,1.6873174369335175,[15.415330410003662 1.6873174369335175],0.1,False,True,33.52514776244005,40,17.709159380834848,9.025,in_progress,0.0
0,56.0,6.507506089596381,2.4787638054415453,143.8929072803069,18.355040073394775,2.3592783216387034,[18.355040073394775 2.3592783216387034],0.1,False,True,34.34958017185622,41,17.709159380834848,9.09,in_progress,0.0
0,57.0,6.394197295261606,2.5184869474028733,152.92812227309577,21.61714267730713,3.331871658563614,[21.61714267730713 3.331871658563614],0.1,False,True,35.232951087714554,42,17.709159380834848,9.162,in_progress,0.0
0,58.0,6.2748833217180175,2.5465580863777513,161.0365992163808,6.1315364465117455,3.3673311293125154,[6.1315364465117455 3.3673311293125154],0.1,False,True,36.09515150268393,43,17.709159380834848,9.229,in_progress,0.0
0,59.0,6.131481342011835,2.564694633192281,169.5587582065586,-18.0,3.69627400636673,[-18.0 3.69627400636673],0.1,False,True,36.96518966126223,44,17.709159380834848,9.296,in_progress,0.0
0,60.0,5.994094922865262,2.5796676487920602,175.85277548543647,-18.0,3.7,[-18.0 3.7],0.1,False,True,37.77603615265088,45,17.709159380834848,9.356,in_progress,0.0
0,61.0,5.8389950067053755,2.6110005523186226,177.32259496475467,-18.0,3.7,[-18.0 3.7],0.5,False,True,38.65075398878879,46,17.709159380834848,9.424,in_progress,0.0
0,62.0,5.6679687298335235,2.6577158590820384,172.72803034980603,-18.0,3.7,[-18.0 3.7],0.5,False,True,39.61362772211665,47,17.709159380834848,9.493,in_progress,0.0
0,63.0,5.493198861844555,2.7200895880473053,164.65294981825147,-6.027281284332275,3.7,[-6.027281284332275 3.7],1.0,False,True,40.59651191717849,48,17.709159380834848,9.56,in_progress,0.0
0,64.0,5.304253224868266,2.8001038037348325,157.37807953010255,-2.3921120166778564,3.7,[-2.3921120166778564 3.7],1.0,False,True,41.65870658102779,49,17.709159380834848,9.63,in_progress,0.0
0,65.0,5.120632470428979,2.893408624978447,150.33344937021747,23.378392696380615,3.7,[23.378392696380615 3.7],0.5,False,True,42.703131577247404,50,17.709159380834848,9.69,in_progress,0.0
0,66.0,4.9320286954378005,2.9907625745490884,145.15733406994585,12.470990180969238,3.7,[12.470990180969238 3.7],0.1,False,True,43.91690298994066,52,17.709159380834848,9.763,in_progress,0.0
0,67.0,4.739900840285754,3.080972139586293,144.43272804030997,8.996453404426575,3.7,[8.996453404426575 3.7],0.1,False,True,45.44643374100244,54,17.709159380834848,9.825,in_progress,0.0
0,68.0,4.535469577155122,3.1841893857410994,145.0616934212751,-8.536757469177246,3.7,[-8.536757469177246 3.7],0.1,False,True,47.177699020827674,56,17.709159380834848,9.895,in_progress,0.0
0,69.0,4.319921219946834,3.302637303407143,146.32376204940843,-18.0,3.1390495121479036,[-18.0 3.1390495121479036],0.5,False,True,48.64700207190237,57,17.709159380834848,9.96,in_progress,0.0
0,70.0,4.122669553460488,3.427801989040063,146.70107324343917,-18.0,3.523988217115402,[-18.0 3.523988217115402],1.0,False,True,49.90599496603922,59,17.709159380834848,10.026,in_progress,0.0
0,71.0,3.9577417816275955,3.546284266102752,144.93545980023922,-18.0,3.0062981843948364,[-18.0 3.0062981843948364],1.0,False,True,51.01027761115865,60,17.709159380834848,10.095,in_progress,0.0
0,72.0,3.7697321484990223,3.697520775502824,141.89143923158707,-18.0,2.6154305189847946,[-18.0 2.6154305189847946],1.0,False,True,52.34290999919291,62,17.709159380834848,10.162,in_progress,0.0
0,73.0,3.598915881586773,3.8442720545719435,140.10828871119068,-18.0,2.041352462768555,[-18.0 2.041352462768555],0.5,False,True,53.59504588121244,63,17.709159380834848,10.226,in_progress,0.0
0,74.0,3.462955407584423,3.9734006467188148,137.8756947125812,-8.78431749343872,1.3545143604278564,[-8.78431749343872 1.3545143604278564],0.5,False,True,54.643362328515686,64,17.709159380834848,10.297,in_progress,0.0
0,75.0,3.3370166821729965,4.110243250328495,134.44606025779237,22.967199325561523,1.1,[22.967199325561523 1.1],0.5,False,True,55.69045202573292,66,17.709159380834848,10.358,in_progress,0.0
0,76.0,3.2251297775896486,4.240300581131115,132.26531417225232,30.0,1.4327159047126772,[30.0 1.4327159047126772],0.5,False,True,56.86425721367707,67,17.709159380834848,10.428,in_progress,0.0
0,77.0,3.124805778432655,4.342853695172238,133.29737494064133,30.0,1.6535089612007141,[30.0 1.6535089612007141],1.0,False,True,57.69293487346899,68,17.709159380834848,10.492,in_progress,0.0
0,78.0,3.0273737167211943,4.434009558775157,135.00989714222106,30.0,1.8335484683513643,[30.0 1.8335484683513643],1.0,False,True,58.45549228677701,69,17.709159380834848,10.562,in_progress,0.0
0,79.0,2.9190334491791496,4.52198899586867,137.89751680911374,30.0,1.1,[30.0 1.1],1.0,False,True,59.15208574572601,70,17.709159380834848,10.629,in_progress,0.0
0,80.0,2.8214486337507148,4.588094697141318,141.29570354353763,30.0,2.4111998307518663,[30.0 2.4111998307518663],0.5,False,True,59.64512414061199,71,17.709159380834848,10.693,in_progress,0.0
0,81.0,2.7200950499538696,4.649722517727783,144.47290170662515,12.454693078994751,2.158742493391037,[12.454693078994751 2.158742493391037],0.5,False,True,60.25633990137551,71,17.709159380834848,10.76,in_progress,0.0
0,82.0,2.6040421842767154,4.705645560708748,148.87812159735344,17.032360553741455,2.607967257499695,[17.032360553741455 2.607967257499695],0.1,False,True,60.900128372190686,72,17.709159380834848,10.825,in_progress,0.0
0,83.0,2.4842418753832933,4.7530643030300785,153.18864903432677,21.451892852783203,2.478795886412263,[21.451892852783203 2.478795886412263],0.1,False,True,61.57714624803864,73,17.709159380834848,10.894,in_progress,0.0
0,84.0,2.3404429091865753,4.796051613705705,158.53287901773504,22.055691719055176,2.1825951755046846,[22.055691719055176 2.1825951755046846],0.1,False,True,62.32417599118186,74,17.709159380834848,10.965,in_progress,0.0
0,85.0,2.1875720056814396,4.830294946490302,163.16278702165806,20.798405170440674,1.9615166604518892,[20.798405170440674 1.9615166604518892],0.1,False,False,63.186086526567074,75,17.709159380834848,11.028,in_progress,0.0
0,86.0,2.0485081454278458,4.8491859916129,167.73965700813716,21.063838005065918,1.8156548112630846,[21.063838005065918 1.8156548112630846],0.1,False,False,63.98037678853428,76,17.709159380834848,11.091,in_progress,0.0
0,87.0,1.9151418441253785,4.85661282601791,172.10508856774544,22.92899179458618,1.7368173003196716,[22.92899179458618 1.7368173003196716],0.1,False,False,64.73159111959716,76,17.709159380834848,11.158,in_progress,0.0
0,88.0,1.7729973739712195,4.853759065817938,176.59263928250522,24.55321168899536,1.7538349777460098,[24.55321168899536 1.7538349777460098],0.1,False,False,65.52264414599871,77,17.709159380834848,11.225,in_progress,0.0
0,89.0,1.6547804114425824,4.8431774270925345,-179.75589756371357,25.208717823028564,1.8224381715059281,[25.208717823028564 1.8224381715059281],0.1,False,False,66.17446188991826,78,17.709159380834848,11.295,in_progress,0.0
0,90.0,1.526929760877701,4.8211910656089945,-175.42637139502563,24.83340883255005,1.9321694433689118,[24.83340883255005 1.9321694433689118],0.1,False,False,66.90090379680944,79,17.709159380834848,11.359,in_progress,0.0
0,91.0,1.3944023377908141,4.782053349531875,-169.6221717779829,29.09754753112793,1.9791168779134751,[29.09754753112793 1.9791168779134751],0.1,False,False,67.6047942388419,80,17.709159380834848,11.426,in_progress,0.0
0,92.0,1.2861823702606185,4.736095142459934,-164.14148734341194,30.0,1.9289322316646578,[30.0 1.9289322316646578],0.1,False,False,67.90637316909694,80,17.709159380834848,11.495,in_progress,0.0
0,93.0,1.1725699880381961,4.673070562906091,-158.0611767386934,30.0,1.7574140191078187,[30.0 1.7574140191078187],0.1,False,True,68.61633580390962,81,17.709159380834848,11.557,in_progress,0.0
0,94.0,1.059075915192009,4.597762555349771,-152.39910353407316,30.0,1.6206732451915742,[30.0 1.6206732451915742],0.1,False,True,69.03129500586168,81,17.709159380834848,11.627,in_progress,0.0
0,95.0,0.9611251610902934,4.522539163050298,-147.9635189253452,30.0,1.6240624070167544,[30.0 1.6240624070167544],0.1,False,True,69.49297753721815,82,17.709159380834848,11.697,in_progress,0.0
0,96.0,0.8616122490805154,4.432954684863006,-143.27129284503707,30.0,1.6927576541900637,[30.0 1.6927576541900637],0.1,False,True,70.2481538111058,83,17.709159380834848,11.76,in_progress,0.0
0,97.0,0.7804007456972432,4.347666824677177,-139.16827715506753,29.249613761901855,1.7551307767629625,[29.249613761901855 1.7551307767629625],0.1,False,True,70.72675453328368,83,17.709159380834848,11.829,in_progress,0.0
0,98.0,0.7119731166630527,4.25954591181344,-134.49255473686983,27.431639671325684,1.8660953164100649,[27.431639671325684 1.8660953164100649],0.1,False,True,71.18285635020163,84,17.709159380834848,11.896,in_progress,0.0
0,99.0,0.6458960081019565,4.15092370361274,-128.48724839651274,30.0,2.251770361512899,[30.0 2.251770361512899],0.1,False,True,71.88846354529169,85,17.709159380834848,11.963000000000001,in_progress,0.0
0,100.0,0.5905498717368762,4.029137782070549,-121.74242678991618,30.0,2.506392902135849,[30.0 2.506392902135849],0.1,False,True,72.42785472789421,85,17.709159380834848,12.027,in_progress,0.0
0,101.0,0.5509479442204741,3.9053646147250913,-115.15905305106801,30.0,2.6274853706359864,[30.0 2.6274853706359864],0.1,False,True,72.94322515975625,86,17.709159380834848,12.092,in_progress,0.0
0,102.0,0.5238753401109507,3.7688865472011055,-107.92420274792143,30.0,2.6743270173668865,[30.0 2.6743270173668865],0.1,False,True,73.72877973285986,87,17.709159380834848,12.163,in_progress,0.0
0,103.0,0.5098744592208764,3.608873690667071,-100.14279545098277,30.0,2.481299775093794,[30.0 2.481299775093794],0.1,False,True,74.45069897543142,88,17.709159380834848,12.226,in_progress,0.0
0,104.0,0.511732703881801,3.462946611374913,-93.05734616942263,30.0,2.3758032508194447,[30.0 2.3758032508194447],0.1,False,True,75.1659335147476,89,17.709159380834848,12.295,in_progress,0.0
0,105.0,0.5298759960402443,3.2945301476664106,-85.06144721568887,23.894248008728027,2.166235838830471,[23.894248008728027 2.166235838830471],0.1,False,True,76.01686423053789,90,17.709159380834848,12.358,in_progress,0.0
0,106.0,0.5651418274026312,3.1286654290692546,-76.8914475089791,22.66185235977173,2.265554517507553,[22.66185235977173 2.265554517507553],0.1,False,True,76.86900358196469,91,17.709159380834848,12.428,in_progress,0.0
0,107.0,0.6082709304995908,2.988766939404241,-69.78972539841553,4.354264855384827,3.4633572518825533,[4.354264855384827 3.4633572518825533],0.1,False,True,77.65527067751607,92,17.709159380834848,12.499,in_progress,0.0
0,108.0,0.6741793897153457,2.8306142238693113,-62.093263476752384,-18.0,3.267766916751862,[-18.0 3.267766916751862],0.5,False,True,78.64385111664133,93,17.709159380834848,12.556000000000001,in_progress,0.0
0,109.0,0.7424780037654473,2.6743275619210296,-57.37727052357552,-18.0,3.3658620715141296,[-18.0 3.3658620715141296],0.5,False,True,79.61677162505828,94,17.709159380834848,12.633,in_progress,0.0
0,110.0,0.8079628736724187,2.4921204263703545,-58.97102478764279,-18.0,3.5041564404964447,[-18.0 3.5041564404964447],0.5,False,True,80.70875658885278,95,17.709159380834848,12.695,in_progress,0.0
0,111.0,0.8629393353231329,2.3118985985365472,-65.666926046702,-18.0,2.5254711076617244,[-18.0 2.5254711076617244],0.5,False,True,81.76828531957315,96,17.709159380834848,12.763,in_progress,0.0
0,112.0,0.9116192221444078,2.1118059222862806,-74.35016484798145,-7.457422256469727,2.2085654154419903,[-7.457422256469727 2.2085654154419903],0.5,False,True,82.93042423290406,98,17.709159380834848,12.827,in_progress,0.0
0,113.0,0.9433700366106456,1.9348406095317081,-81.73115823004687,15.642100095748901,2.1310322269797326,[15.642100095748901 2.1310322269797326],0.5,False,True,83.94544393221497,99,17.709159380834848,12.899000000000001,in_progress,0.0
0,114.0,0.9791604446673569,1.7510874643852126,-85.79843261976838,16.3857421875,1.1,[16.3857421875 1.1],0.5,False,True,85.00220109985045,100,17.709159380834848,12.962,in_progress,0.0
0,115.0,1.023271946232021,1.6051975045233924,-84.23028483627668,19.585923671722412,1.1511269927024843,[19.585923671722412 1.1511269927024843],0.5,False,True,85.85830735481046,101,17.709159380834848,13.028,in_progress,0.0
0,116.0,1.0750539797630372,1.4733937442694431,-78.45640879793795,22.62592077255249,1.4584534347057343,[22.62592077255249 1.4584534347057343],1.0,False,True,86.64464640994872,102,17.709159380834848,13.096,in_progress,0.0
0,117.0,1.1310917273216978,1.3593637263742822,-71.22187824601136,26.828792095184326,1.1634386718273164,[26.828792095184326 1.1634386718273164],1.0,False,True,87.33000994517488,103,17.709159380834848,13.16,in_progress,0.0
0,118.0,1.191349792371541,1.25583008764881,-65.31345702078062,30.0,1.3851206481456757,[30.0 1.3851206481456757],1.0,False,True,87.98632983157148,104,17.709159380834848,13.226,in_progress,0.0
0,119.0,1.2511521779309982,1.167697040560963,-61.46816577318639,30.0,1.6479849040508272,[30.0 1.6479849040508272],1.0,False,True,88.57368012398338,105,17.709159380834848,13.292,in_progress,0.0
0,120.0,1.319349453593585,1.0850280784242836,-57.08666367141262,30.0,1.7968637496232986,[30.0 1.7968637496232986],1.0,False,True,89.22733479546025,105,17.709159380834848,13.363,in_progress,0.0
0,121.0,1.404267825807528,1.0068229425997168,-51.01449220786829,30.0,1.850008711218834,[30.0 1.850008711218834],1.0,False,True,89.91455292772602,106,17.709159380834848,13.428,in_progress,0.0
0,122.0,1.4888209043253473,0.9463800652005967,-44.979882394372645,30.0,2.051122483611107,[30.0 2.051122483611107],0.5,False,True,90.48795341697613,107,17.709159380834848,13.495,in_progress,0.0
